CID100000085	CID000010917	C0003123	placebo	3%	0.03	0.03	LLT	C0003123	Anorexia
CID100000085	CID000010917	C0003123	placebo	3%	0.03	0.03	PT	C0232462	Decreased appetite
CID100000085	CID000010917	C0003467		1%	0.01	0.01	LLT	C0003467	Anxiety
CID100000085	CID000010917	C0003467		1%	0.01	0.01	PT	C0003467	Anxiety
CID100000085	CID000010917	C0003467		2%	0.02	0.02	LLT	C0003467	Anxiety
CID100000085	CID000010917	C0003467		2%	0.02	0.02	PT	C0003467	Anxiety
CID100000085	CID000010917	C0003467	placebo	5%	0.05	0.05	LLT	C0003467	Anxiety
CID100000085	CID000010917	C0003467	placebo	5%	0.05	0.05	PT	C0003467	Anxiety
CID100000085	CID000010917	C0003811		2%	0.02	0.02	LLT	C0003811	Arrhythmia
CID100000085	CID000010917	C0003811		2%	0.02	0.02	PT	C0003811	Arrhythmia
CID100000085	CID000010917	C0003811		3%	0.03	0.03	LLT	C0003811	Arrhythmia
CID100000085	CID000010917	C0003811		3%	0.03	0.03	PT	C0003811	Arrhythmia
CID100000085	CID000010917	C0003811	placebo	5%	0.05	0.05	LLT	C0003811	Arrhythmia
CID100000085	CID000010917	C0003811	placebo	5%	0.05	0.05	PT	C0003811	Arrhythmia
CID100000085	CID000010917	C0004093		12%	0.12	0.12	LLT	C0004093	Asthenia
CID100000085	CID000010917	C0004093		12%	0.12	0.12	PT	C0004093	Asthenia
CID100000085	CID000010917	C0004093		8%	0.08	0.08	LLT	C0004093	Asthenia
CID100000085	CID000010917	C0004093		8%	0.08	0.08	PT	C0004093	Asthenia
CID100000085	CID000010917	C0004093		9%	0.09	0.09	LLT	C0004093	Asthenia
CID100000085	CID000010917	C0004093		9%	0.09	0.09	PT	C0004093	Asthenia
CID100000085	CID000010917	C0004093	placebo	8%	0.08	0.08	LLT	C0004093	Asthenia
CID100000085	CID000010917	C0004093	placebo	8%	0.08	0.08	PT	C0004093	Asthenia
CID100000085	CID000010917	C0004238		2%	0.02	0.02	LLT	C0004238	Atrial fibrillation
CID100000085	CID000010917	C0004238		2%	0.02	0.02	PT	C0004238	Atrial fibrillation
CID100000085	CID000010917	C0004238		6%	0.06	0.06	LLT	C0004238	Atrial fibrillation
CID100000085	CID000010917	C0004238		6%	0.06	0.06	PT	C0004238	Atrial fibrillation
CID100000085	CID000010917	C0004604		6%	0.06	0.06	LLT	C0004604	Back pain
CID100000085	CID000010917	C0004604		6%	0.06	0.06	PT	C0004604	Back pain
CID100000085	CID000010917	C0004604		8%	0.08	0.08	LLT	C0004604	Back pain
CID100000085	CID000010917	C0004604		8%	0.08	0.08	PT	C0004604	Back pain
CID100000085	CID000010917	C0004604		9%	0.09	0.09	LLT	C0004604	Back pain
CID100000085	CID000010917	C0004604		9%	0.09	0.09	PT	C0004604	Back pain
CID100000085	CID000010917	C0004604	placebo	10%	0.1	0.1	LLT	C0004604	Back pain
CID100000085	CID000010917	C0004604	placebo	10%	0.1	0.1	PT	C0004604	Back pain
CID100000085	CID000010917	C0006277		3%	0.03	0.03	LLT	C0006277	Bronchitis
CID100000085	CID000010917	C0006277		3%	0.03	0.03	PT	C0006277	Bronchitis
CID100000085	CID000010917	C0006277		5%	0.05	0.05	LLT	C0006277	Bronchitis
CID100000085	CID000010917	C0006277		5%	0.05	0.05	PT	C0006277	Bronchitis
CID100000085	CID000010917	C0007222		3%	0.03	0.03	LLT	C0007222	Cardiovascular disorder
CID100000085	CID000010917	C0007222		3%	0.03	0.03	PT	C0007222	Cardiovascular disorder
CID100000085	CID000010917	C0007222		5%	0.05	0.05	LLT	C0007222	Cardiovascular disorder
CID100000085	CID000010917	C0007222		5%	0.05	0.05	PT	C0007222	Cardiovascular disorder
CID100000085	CID000010917	C0007222		6%	0.06	0.06	LLT	C0007222	Cardiovascular disorder
CID100000085	CID000010917	C0007222		6%	0.06	0.06	PT	C0007222	Cardiovascular disorder
CID100000085	CID000010917	C0007222	placebo	6%	0.06	0.06	LLT	C0007222	Cardiovascular disorder
CID100000085	CID000010917	C0007222	placebo	6%	0.06	0.06	PT	C0007222	Cardiovascular disorder
CID100000085	CID000010917	C0008031		12%	0.12	0.12	LLT	C0008031	Chest pain
CID100000085	CID000010917	C0008031		12%	0.12	0.12	PT	C0008031	Chest pain
CID100000085	CID000010917	C0008031		15%	0.15	0.15	LLT	C0008031	Chest pain
CID100000085	CID000010917	C0008031		15%	0.15	0.15	PT	C0008031	Chest pain
CID100000085	CID000010917	C0008031		6%	0.06	0.06	LLT	C0008031	Chest pain
CID100000085	CID000010917	C0008031		6%	0.06	0.06	PT	C0008031	Chest pain
CID100000085	CID000010917	C0008031	placebo	14%	0.14	0.14	LLT	C0008031	Chest pain
CID100000085	CID000010917	C0008031	placebo	14%	0.14	0.14	PT	C0008031	Chest pain
CID100000085	CID000010917	C0009450		10%	0.1	0.1	LLT	C0009450	Infection
CID100000085	CID000010917	C0009450		10%	0.1	0.1	PT	C0009450	Infection
CID100000085	CID000010917	C0009450		15%	0.15	0.15	LLT	C0009450	Infection
CID100000085	CID000010917	C0009450		15%	0.15	0.15	PT	C0009450	Infection
CID100000085	CID000010917	C0009450		24%	0.24	0.24	LLT	C0009450	Infection
CID100000085	CID000010917	C0009450		24%	0.24	0.24	PT	C0009450	Infection
CID100000085	CID000010917	C0009450	placebo	17%	0.17	0.17	LLT	C0009450	Infection
CID100000085	CID000010917	C0009450	placebo	17%	0.17	0.17	PT	C0009450	Infection
CID100000085	CID000010917	C0009806		3%	0.03	0.03	LLT	C0009806	Constipation
