CID100000085	CID000010917	C0027497	PT	C0027497	Nausea
CID100000085	CID000010917	C0030193	LLT	C0030193	Pain
CID100000085	CID000010917	C0030193	PT	C0030193	Pain
CID100000085	CID000010917	C0030252	LLT	C0030252	Palpitations
CID100000085	CID000010917	C0030252	PT	C0030252	Palpitations
CID100000085	CID000010917	C0030517	LLT	C0030517	Parathyroid disorder
CID100000085	CID000010917	C0030517	PT	C0030517	Parathyroid disorder
CID100000085	CID000010917	C0030554	LLT	C0030554	Paraesthesia
CID100000085	CID000010917	C0030554	PT	C0030554	Paraesthesia
CID100000085	CID000010917	C0031350	LLT	C0031350	Pharyngitis
CID100000085	CID000010917	C0031350	PT	C0031350	Pharyngitis
CID100000085	CID000010917	C0033774	LLT	C0033774	Pruritus
CID100000085	CID000010917	C0033774	PT	C0033774	Pruritus
CID100000085	CID000010917	C0035078	LLT	C0035078	Renal failure
CID100000085	CID000010917	C0035078	PT	C0035078	Renal failure
CID100000085	CID000010917	C0035455	LLT	C0035455	Rhinitis
CID100000085	CID000010917	C0035455	PT	C0035455	Rhinitis
CID100000085	CID000010917	C0036572	LLT	C0036572	Convulsion
CID100000085	CID000010917	C0036572	PT	C0036572	Convulsion
CID100000085	CID000010917	C0037199	LLT	C0037199	Sinusitis
